batch_id,lab_batch_id,institution_name,batch_notes,num_sample,num_results,analytes
693,NULL,NULL,"CMIBS data, results from Patterson_1986",363,218,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Br, C, CO2, Ca, CaO, Cd, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Hf, Ho, I, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, SO3, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TOC, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
694,NULL,NULL,"CMIBS data, results from Perkins_2008",3465,2703,"Al, Al2O3, As, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TIC, TOC, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
695,NULL,NULL,"CMIBS data, results from Piper_1999",1330,743,"Ag, Al, As, B, Ba, C, CO2, Ca, Cd, Ce, Co, Cr, Cu, Dy, Er, Eu, F, Fe, Gd, H2O_m, H2O_p, Hf, Ho, K, LOI, La, Li, Lu, Mg, Mn, Mo, Na, Nd, Ni, P, Pb, Pr, S, Sb, Sc, Se, Si, Sm, Sr, Tb, Th, Ti, Tm, U, V, Y, Yb, Zn"
696,NULL,NULL,"CMIBS data, results from Podkovyrov_2002",896,835,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
697,NULL,NULL,"CMIBS data, results from Polat_1998",357,357,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
698,NULL,NULL,"CMIBS data, results from Polat_2000",765,765,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
699,NULL,NULL,"CMIBS data, results from Poole_1984",45216,1709,"Ag, As, Co, Cr, Cu, Mn, Mo, Ni, Pb, S, Se, TIC, TOC, Tmax, V, Zn"
700,NULL,NULL,"CMIBS data, results from Prior_2006",8245,6294,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Hg, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, S, SO4, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TOC, Ta, Tb, Te, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
701,NULL,NULL,"CMIBS data, results from Rashid_2005",150,140,"Al, Ca, Ce, Dy, Er, Eu, Gd, K, La, Na, Nd, Si, Sm, Yb"
702,NULL,NULL,"CMIBS data, results from Rasmy_1983",1242,756,"B, Be, Co, Cu, Ga, Li, Mn, Mo, Ni, Pb, Ti, V, Y, Zn"
703,NULL,NULL,"CMIBS data, results from Raza_2002",1173,1075,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
704,NULL,NULL,"CMIBS data, results from Raza_2010",224,224,"Ce, Dy, Er, Eu, Gd, Ho, La, Lu, Nd, Pr, Sm, Tb, Tm, Yb"
705,NULL,NULL,"CMIBS data, results from Riley_1982",32,23,"Ni, TOC, V"
706,NULL,NULL,"CMIBS data, results from Ritcey_2005",2196,2052,"Al, Al2O3, Ba, Be, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, U, V, W, Y, Yb, Zn, Zr"
707,NULL,NULL,"CMIBS data, results from Robl_1983",28980,17601,"Al, Ash, Ba, C, Ca, Co, Cr, Cu, Fe, H, H2O_m, K, Mg, Mo, N, Na, Ni, P, S, Si, Sr, TIC, TOC, Th, Ti, U, V, Zn, Zr"
708,NULL,NULL,"CMIBS data, results from Robl_1988",230,206,"Al, Ba, Ca, Co, Cr, Cu, Fe, H, K, Mg, Mo, N, Na, Ni, S, Si, TIC, TOC, Ti, V, Zn"
709,NULL,NULL,"CMIBS data, results from Rogers_2003",8784,5428,"Al, Al2O3, Ba, Bi, Ca, CaO, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, FeO, Ga, Gd, Hf, Ho, In, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, Y, Yb, Zn, Zr"
710,NULL,NULL,"CMIBS data, results from Roser_2002",574,544,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, LOI, La, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sr, Th, Ti, TiO2, U, V, Y, Zn, Zr"
711,NULL,NULL,"CMIBS data, results from Ross_2009",2907,2735,"Ag, Al, Al2O3, Ba, Be, Bi, C, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Fe, Fe2O3, Ga, Ge, Hf, K, K2O, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Re, S, Se, Si, SiO2, Sr, TIC, TOC, Ta, Th, Ti, TiO2, Tl, U, V, Y, Zn, Zr"
712,NULL,NULL,"CMIBS data, results from Rudnick_2003",249,241,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Br, Ca, CaO, Cd, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ge, Hf, Hg, Ho, I, In, Ir, K, K2O, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, N, Na, Na2O, Nb, Nd, Ni, Os, P, P2O5, Pb, Pd, Pr, Pt, Rb, Re, Ru, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
713,NULL,NULL,"CMIBS data, results from Sambasiva_1999",884,832,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, Y, Yb, Zn, Zr"
714,NULL,NULL,"CMIBS data, results from Samson_1990",16,16,"Nd, Sm"
715,NULL,NULL,"CMIBS data, results from Sangster_2014. Sangster, A.L., 2014, unpublished data.",8917,8737,"Ag, Al, Al2O3, As, Au, Ba, Be, Ca, CaO, Co, Cr, Cu, Fe, Fe2O3, K, K2O, LOI, Li, Mg, MgO, Mn, MnO, Na, Na2O, Ni, P, P2O5, Pb, Sc, Si, SiO2, Sr, Ti, TiO2, V, Zn, Zr"
716,NULL,NULL,"CMIBS data, results from Sawyer_1986",1470,1227,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Eu, Fe, Fe2O3, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Rb, S, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
717,NULL,NULL,"CMIBS data, results from Scasso_1991",2025,1678,"Al, Al2O3, Ca, CaO, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Na, Na2O, P, P2O5, Rb, S, SO3, Si, SiO2, Sr, Ti, TiO2, Zn, Zr"
718,NULL,NULL,"CMIBS data, results from Schaller_2000",854,807,"Al, As, C, Cd, Cr, Fe, Mn, Mo, P, S, TOC, Ti, U, V"
719,NULL,NULL,"CMIBS data, results from Schultz_1989",950,874,"Al, Al2O3, Ca, CaO, Fe, Fe2O3, K, K2O, Mg, MgO, Mn, MnO, Na, Na2O, P, P2O5, S, Si, SiO2, TOC, Ti, TiO2, Zn"
720,NULL,NULL,"CMIBS data, results from Schultz_1992",7062,1097,"Al, As, Au, B, Ba, Br, Ca, Cd, Ce, Cl, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe-py, Ga, Gd, Hf, Ho, K, La, Lu, Mg, Mn, Mo, Na, Nd, Ni, Pr, Rb, S, S_PY, Sb, Sc, Se, Si, Sm, Sr, TOC, Ta, Tb, Th, Ti, Tm, U, V, W, Yb, Zn"
721,NULL,NULL,"CMIBS data, results from Sifeta_2005",1767,1349,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
722,NULL,NULL,"CMIBS data, results from Sinclair_1997",2300,1947,"Ag, Al, Al2O3, As, Ba, C, CTO2, Ca, CaO, Cd, Cr, Cu, Fe, Fe2O3, H, K, K2O, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, S, Sb, Sc, Se, Si, SiO2, Sr, Ti, TiO2, Tl, V, Y, Zn, Zr"
723,NULL,NULL,"CMIBS data, results from Slack_2000",2790,2565,"Al, Al2O3, As, Au, B, Ba, Be, C, CTO2, Ca, CaO, Ce, Cl, Co, Cr, Cs, Cu, Eu, F, Fe, Fe2O3, Ga, H2O_t, Hf, K, K2O, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, S, Sb, Sc, Si, SiO2, Sm, Sr, TOC, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
724,NULL,NULL,"CMIBS data, results from Slack_2004_3",41327,13118,"Ag, Al, Al2O3, As, Au, Ba, Be, Bi, C, CO2, CTO2, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pd, Pr, Rb, S, SO4, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, TOC, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
725,NULL,NULL,"CMIBS data, results from Spalletti_2008",2000,1747,"Al, Al2O3, As, Ba, Br, Ca, CaO, Ce, Co, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, SO3, Sb, Sc, Si, SiO2, Sn, Sr, Th, Ti, TiO2, U, V, Y, Zn, Zr"
726,NULL,NULL,"CMIBS data, results from Stevenson_1995",6,6,"Nd, Sm"
727,NULL,NULL,"CMIBS data, results from Sugitani_2006",750,687,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Dy, Er, Eu, Fe, Fe2O3, Gd, H2O_t, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nd, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, Y, Yb, Zr"
728,NULL,NULL,"CMIBS data, results from Taylor_1985",166,130,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Br, Ca, CaO, Cd, Ce, Cl, Co, Cr, Cs, Cu, Dy, Er, Eu, F, Fe, Fe2O3, Ga, Gd, Ge, Hf, Hg, Ho, I, In, Ir, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, N, Na, Na2O, Nb, Nd, Ni, Os, P, P2O5, Pb, Pd, Pr, Pt, Rb, Re, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
729,NULL,NULL,"CMIBS data, results from Toole_2006",1122,1064,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Fe, Fe2O3, Ga, Ge, Hf, Hg, In, K, K2O, LOI, La, Li, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pt, Rb, Re, S, Sb, Sc, Se, Si, SiO2, Sn, Sr, Ta, Te, Th, Ti, TiO2, Tl, U, V, W, Y, Zn, Zr"
730,NULL,NULL,"CMIBS data, results from Totten_1993",1530,1301,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Cu, Eu, Fe, Fe2O3, H2O_m, H2O_p, Hf, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zn, Zr"
731,NULL,NULL,"CMIBS data, results from Totten_2000",410,370,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cu, Fe, Fe2O3, K, K2O, La, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sr, Th, Ti, TiO2, V, Y, Zn, Zr"
732,NULL,NULL,"CMIBS data, results from Ugidos_1997_1",800,800,"Al, Al2O3, Ba, Be, Ca, CaO, Ce, Co, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, V, Y, Yb, Zn, Zr"
733,NULL,NULL,"CMIBS data, results from Ugidos_1997_2",1026,990,"Al, Al2O3, Ba, Be, Ca, CaO, Ce, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sn, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
734,NULL,NULL,"CMIBS data, results from Ugidos_2003",3276,2955,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Dy, Er, Eu, Fe, Fe2O3, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pr, Rb, Si, SiO2, Sm, Sr, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
735,NULL,NULL,"CMIBS data, results from Ugidos_2010",6500,5868,"Al, Al2O3, As, Ba, Be, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
737,NULL,NULL,"CMIBS data, results from VanBaalen_2006",68,34,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Fe, Fe2O3, K, K2O, La, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Si, SiO2, Sr, Th, Ti, TiO2, U, V, Y, Zr"
738,NULL,NULL,"CMIBS data, results from Wang_1991",301,141,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cu, Fe, Fe2O3, Ga, K, K2O, La, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sr, Th, Ti, TiO2, V, Y, Yb, Zn, Zr"
739,NULL,NULL,"CMIBS data, results from Watanabe_2002",3240,2559,"Ag, Al, Al2O3, As, Ba, Bi, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, In, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sb, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
740,NULL,NULL,"CMIBS data, results from White_2010",13338,4582,"Ag, Al, Al2O3, As, Au, B, Ba, Be, Bi, C, CO2, Ca, CaO, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Hg, Ho, In, K, K2O, LOI, La, Li, Lu, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Pt, Rb, S, Sb, Sc, Se, Si, SiO2, Sm, Sn, Sr, Ta, Tb, Te, Th, Ti, TiO2, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
741,NULL,NULL,"CMIBS data, results from Wronkiewicz_1987",225,225,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Eu, Fe, Fe2O3, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zr"
742,NULL,NULL,"CMIBS data, results from Wronkiewicz_1989",270,270,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Eu, Fe, Fe2O3, Hf, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Ni, P, P2O5, Pb, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, U, V, Y, Yb, Zr"
743,NULL,NULL,"CMIBS data, results from Xu_2007",1404,932,"Al, Al2O3, Ba, Ca, CaO, Ce, Co, Cr, Cs, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zr"
744,NULL,NULL,"CMIBS data, results from Yamashita_1999",1045,1026,"Al, Al2O3, Ba, Ca, CaO, Ce, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
745,NULL,NULL,"CMIBS data, results from Yan_2007",1218,1183,"Al, Al2O3, Ba, C, Ca, CaO, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Fe2O3, Ga, Gd, Ge, Hf, Ho, K, K2O, LOI, La, Lu, Mg, MgO, Mn, MnO, Na, Na2O, Nb, Nd, Ni, P, P2O5, Pb, Pr, Rb, Sc, Si, SiO2, Sm, Sr, TOC, Ta, Tb, Th, Ti, TiO2, Tm, U, V, Y, Yb, Zn, Zr"
746,NULL,NULL,"CMIBS data, results from Yu_2009",1728,1492,"Ag, Al, As, Ba, Ca, Cd, Ce, Co, Cr, Cs, Cu, Dy, Er, Eu, Fe, Ga, Gd, Ge, Hf, Ho, In, K, La, Li, Lu, Mg, Mo, Na, Nb, Nd, Ni, P, Pb, Pr, Rb, Sb, Sc, Si, Sm, Sn, Sr, Ta, Tb, Th, Ti, Tl, Tm, U, V, W, Y, Yb, Zn, Zr"
747,NULL,NULL,"CMIBS data, results from Zhou_2012",416,416,"Al, Co, Cr, Mo, Ni, Th, U, V"
748,NULL,NULL,"CMIBS data, results from Leventhal_1981",4087,2067,"Ag, Al, Al2O3, As, Ba, Ca, CaO, Cd, Co, Cr, Cu, Fe, Fe2O3, Hg, K, K2O, LOI, Mg, MgO, Mn, MnO, Mo, Na, Na2O, Ni, P2O5, Pb, S, Si, SiO2, Sr, TOC, Th, Ti, TiO2, U, V, Zn, Zr"